from,to,pm10,pm25,at,bp,sr,rh,wd,rf,no,nox,no2,nh3,so2,co,o3,benzene,toluene,mp-xylene,eth-benzene,tot-rf
03-Apr-2022 - 00:00,03-Apr-2022 - 23:59,33.52,971.55,254.65,126.18,34.35,179.77,,64.24,192.97,0.65,1.83,,6.14,43.02,67.59,123.26,112.26,72.73,55.44,0
